"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
43349,127,"LBR","Liberia",5,"GrandBassa",25,"Owensgrove",115,"Doewein","","","Clan","Clan"
43350,127,"LBR","Liberia",5,"GrandBassa",25,"Owensgrove",116,"Giah","","","Clan","Clan"
43351,127,"LBR","Liberia",5,"GrandBassa",25,"Owensgrove",117,"Yannah/Owensgrove","","","Clan","Clan"
43352,127,"LBR","Liberia",5,"GrandBassa",26,"Stjohnriver",118,"Gboraw/Rayawein","","","Clan","Clan"
43353,127,"LBR","Liberia",5,"GrandBassa",26,"Stjohnriver",119,"Gborwein","","","Clan","Clan"
43354,127,"LBR","Liberia",5,"GrandBassa",26,"Stjohnriver",120,"Seeyah","","","Clan","Clan"
43355,127,"LBR","Liberia",5,"GrandBassa",26,"Stjohnriver",121,"Whengbakon","","","Clan","Clan"
43356,127,"LBR","Liberia",5,"GrandBassa",26,"Stjohnriver",122,"Whrogbah","","","Clan","Clan"
43357,127,"LBR","Liberia",6,"GrandGedeh",27,"Gbarzon",123,"Bhai","","","Clan","Clan"
43358,127,"LBR","Liberia",6,"GrandGedeh",27,"Gbarzon",124,"Gbarbo","","","Clan","Clan"
43359,127,"LBR","Liberia",6,"GrandGedeh",27,"Gbarzon",125,"Gboe","","","Clan","Clan"
43360,127,"LBR","Liberia",6,"GrandGedeh",27,"Gbarzon",126,"Krazon","","","Clan","Clan"
43361,127,"LBR","Liberia",6,"GrandGedeh",27,"Gbarzon",127,"Neezoe","","","Clan","Clan"
43362,127,"LBR","Liberia",6,"GrandGedeh",27,"Gbarzon",128,"Ploe","","","Clan","Clan"
43363,127,"LBR","Liberia",6,"GrandGedeh",28,"Konobo",129,"Gbarlu","","","Clan","Clan"
43364,127,"LBR","Liberia",6,"GrandGedeh",28,"Konobo",130,"Gbaybo","","","Clan","Clan"
43365,127,"LBR","Liberia",6,"GrandGedeh",28,"Konobo",131,"Gbilibo","","","Clan","Clan"
43366,127,"LBR","Liberia",6,"GrandGedeh",28,"Konobo",132,"Gedebo","","","Clan","Clan"
43367,127,"LBR","Liberia",6,"GrandGedeh",28,"Konobo",133,"Glio","","","Clan","Clan"
43368,127,"LBR","Liberia",6,"GrandGedeh",28,"Konobo",134,"Twabo","","","Clan","Clan"
43369,127,"LBR","Liberia",6,"GrandGedeh",29,"Tchien",135,"Gbrbo/Niabo","","","Clan","Clan"
43370,127,"LBR","Liberia",6,"GrandGedeh",29,"Tchien",136,"Tchien Menson Gorbo","","","Clan","Clan"
43371,127,"LBR","Liberia",6,"GrandGedeh",29,"Tchien",137,"Tchien Menyan Kanna","","","Clan","Clan"
43372,127,"LBR","Liberia",7,"GrandKru",30,"Buah",138,"Forpoh","","","Clan","Clan"
43373,127,"LBR","Liberia",7,"GrandKru",30,"Buah",139,"Lower Buah","","","Clan","Clan"
43374,127,"LBR","Liberia",7,"GrandKru",30,"Buah",140,"Perluken","","","Clan","Clan"
43375,127,"LBR","Liberia",7,"GrandKru",30,"Buah",141,"Upper Buah","","","Clan","Clan"
43376,127,"LBR","Liberia",7,"GrandKru",31,"Lower Kru Coast",142,"Garaway/Nemia","","","Clan","Clan"
43377,127,"LBR","Liberia",7,"GrandKru",31,"Lower Kru Coast",143,"Tienpo","","","Clan","Clan"
43378,127,"LBR","Liberia",7,"GrandKru",32,"Sasstown 180606",144,"Bolloh","","","Clan","Clan"
43379,127,"LBR","Liberia",7,"GrandKru",32,"Sasstown 180606",145,"Jloh","","","Clan","Clan"
43380,127,"LBR","Liberia",7,"GrandKru",32,"Sasstown 180606",146,"Sasstown","","","Clan","Clan"
43381,127,"LBR","Liberia",7,"GrandKru",33,"Upperkrucoast",147,"Flenekpo","","","Clan","Clan"
43382,127,"LBR","Liberia",7,"GrandKru",33,"Upperkrucoast",148,"Gbalakpo","","","Clan","Clan"
43383,127,"LBR","Liberia",7,"GrandKru",33,"Upperkrucoast",149,"Grand Cess","","","Clan","Clan"
43384,127,"LBR","Liberia",7,"GrandKru",33,"Upperkrucoast",150,"Picinicess","","","Clan","Clan"
43385,127,"LBR","Liberia",7,"GrandKru",33,"Upperkrucoast",151,"Zolokengban","","","Clan","Clan"
43386,127,"LBR","Liberia",8,"Lofa",34,"Foya",152,"Rankollie","","","Clan","Clan"
43387,127,"LBR","Liberia",8,"Lofa",34,"Foya",153,"Tengia","","","Clan","Clan"
43388,127,"LBR","Liberia",8,"Lofa",34,"Foya",154,"Waum","","","Clan","Clan"
43389,127,"LBR","Liberia",8,"Lofa",35,"Kolahun",155,"Hassala","","","Clan","Clan"
43390,127,"LBR","Liberia",8,"Lofa",35,"Kolahun",156,"Hembeh","","","Clan","Clan"
43391,127,"LBR","Liberia",8,"Lofa",35,"Kolahun",157,"Lucasu","","","Clan","Clan"
43392,127,"LBR","Liberia",8,"Lofa",35,"Kolahun",158,"Tahamba","","","Clan","Clan"
43393,127,"LBR","Liberia",8,"Lofa",35,"Kolahun",159,"Wawoma","","","Clan","Clan"
43394,127,"LBR","Liberia",8,"Lofa",35,"Kolahun",160,"Wulu-Kola","","","Clan","Clan"
43395,127,"LBR","Liberia",8,"Lofa",36,"Lower Kru Coast",161,"Guma/Mende","","","Clan","Clan"
43396,127,"LBR","Liberia",8,"Lofa",37,"Salayea",162,"Gbarlien","","","Clan","Clan"
43397,127,"LBR","Liberia",8,"Lofa",37,"Salayea",163,"Palama","","","Clan","Clan"
43398,127,"LBR","Liberia",8,"Lofa",37,"Salayea",164,"Vavala","","","Clan","Clan"
43399,127,"LBR","Liberia",8,"Lofa",38,"Voinjama",165,"Bondi","","","Clan","Clan"
43400,127,"LBR","Liberia",8,"Lofa",38,"Voinjama",166,"Lower Worker","","","Clan","Clan"
43401,127,"LBR","Liberia",8,"Lofa",38,"Voinjama",167,"Upper Worker","","","Clan","Clan"
43402,127,"LBR","Liberia",8,"Lofa",38,"Voinjama",168,"Wy-Wonnegomia","","","Clan","Clan"
43403,127,"LBR","Liberia",8,"Lofa",39,"Zorzor",169,"Buluyeama","","","Clan","Clan"
43404,127,"LBR","Liberia",8,"Lofa",39,"Zorzor",170,"Gizzima","","","Clan","Clan"
43405,127,"LBR","Liberia",8,"Lofa",39,"Zorzor",171,"Ziama","","","Clan","Clan"
43406,127,"LBR","Liberia",9,"Margibi",40,"Firestone",172,"Firestone","","","Clan","Clan"
43407,127,"LBR","Liberia",9,"Margibi",41,"Gibi",173,"Gbareehn","","","Clan","Clan"
43408,127,"LBR","Liberia",9,"Margibi",41,"Gibi",174,"Gbarjorkor","","","Clan","Clan"
43409,127,"LBR","Liberia",9,"Margibi",42,"Kakata",175,"Benda/Borola","","","Clan","Clan"
43410,127,"LBR","Liberia",9,"Margibi",42,"Kakata",176,"Dinning-Ta/Borlola","","","Clan","Clan"
43411,127,"LBR","Liberia",9,"Margibi",42,"Kakata",177,"Giamusu/Larkay","","","Clan","Clan"
43412,127,"LBR","Liberia",9,"Margibi",42,"Kakata",178,"Gorlorhun/Larkay","","","Clan","Clan"
43413,127,"LBR","Liberia",9,"Margibi",42,"Kakata",179,"Konoquelleh/Kinta","","","Clan","Clan"
43414,127,"LBR","Liberia",9,"Margibi",42,"Kakata",180,"Weamaquelleh/Larkay","","","Clan","Clan"
43415,127,"LBR","Liberia",9,"Margibi",42,"Kakata",181,"Wiah/Cinta","","","Clan","Clan"
43416,127,"LBR","Liberia",9,"Margibi",43,"Mambah-Kaba",182,"Garneo","","","Clan","Clan"
43417,127,"LBR","Liberia",9,"Margibi",43,"Mambah-Kaba",183,"Gia","","","Clan","Clan"
43418,127,"LBR","Liberia",9,"Margibi",43,"Mambah-Kaba",184,"Kaffia","","","Clan","Clan"
43419,127,"LBR","Liberia",9,"Margibi",43,"Mambah-Kaba",185,"Kpay","","","Clan","Clan"
43420,127,"LBR","Liberia",9,"Margibi",43,"Mambah-Kaba",186,"Loncay","","","Clan","Clan"
43421,127,"LBR","Liberia",9,"Margibi",43,"Mambah-Kaba",187,"Zoeduah","","","Clan","Clan"
43422,127,"LBR","Liberia",10,"Maryland",44,"Barrobo",188,"Brooksville","","","Clan","Clan"
43423,127,"LBR","Liberia",10,"Maryland",44,"Barrobo",189,"David Toe","","","Clan","Clan"
43424,127,"LBR","Liberia",10,"Maryland",44,"Barrobo",190,"Dugba Big Jaye","","","Clan","Clan"
43425,127,"LBR","Liberia",10,"Maryland",44,"Barrobo",191,"Dugba Jaffa","","","Clan","Clan"
43426,127,"LBR","Liberia",10,"Maryland",44,"Barrobo",192,"Dugba Robert Goe","","","Clan","Clan"
43427,127,"LBR","Liberia",10,"Maryland",44,"Barrobo",193,"Nyanken","","","Clan","Clan"
43428,127,"LBR","Liberia",10,"Maryland",44,"Barrobo",194,"Tugbaville","","","Clan","Clan"
43429,127,"LBR","Liberia",10,"Maryland",45,"Pleebo/Sodeken",195,"Gedebo","","","Clan","Clan"
43430,127,"LBR","Liberia",10,"Maryland",45,"Pleebo/Sodeken",196,"Kleebo","","","Clan","Clan"
43431,127,"LBR","Liberia",10,"Maryland",45,"Pleebo/Sodeken",197,"Tuobo","","","Clan","Clan"
43432,127,"LBR","Liberia",10,"Maryland",45,"Pleebo/Sodeken",198,"Twansiebo","","","Clan","Clan"
43433,127,"LBR","Liberia",10,"Maryland",45,"Pleebo/Sodeken",199,"Yederobo","","","Clan","Clan"
43434,127,"LBR","Liberia",11,"Montserrado",46,"Careysburg",200,"Bensonville","","","Clan","Clan"
43435,127,"LBR","Liberia",11,"Montserrado",46,"Careysburg",201,"Careyburg","","","Clan","Clan"
43436,127,"LBR","Liberia",11,"Montserrado",46,"Careysburg",202,"Crozierville","","","Clan","Clan"
43437,127,"LBR","Liberia",11,"Montserrado",46,"Careysburg",203,"Harris-Burg","","","Clan","Clan"
43438,127,"LBR","Liberia",11,"Montserrado",46,"Careysburg",204,"Kingsville","","","Clan","Clan"
43439,127,"LBR","Liberia",11,"Montserrado",46,"Careysburg",205,"Mount Coffee","","","Clan","Clan"
43440,127,"LBR","Liberia",11,"Montserrado",46,"Careysburg",206,"White Plains","","","Clan","Clan"
43441,127,"LBR","Liberia",11,"Montserrado",47,"Greater Monrovia",207,"Monrovia","","","Clan","Clan"
43442,127,"LBR","Liberia",11,"Montserrado",48,"St Paul River",208,"Arthington","","","Clan","Clan"
43443,127,"LBR","Liberia",11,"Montserrado",48,"St Paul River",209,"Brewerville","","","Clan","Clan"
43444,127,"LBR","Liberia",11,"Montserrado",48,"St Paul River",210,"Cheesemanburg","","","Clan","Clan"
43445,127,"LBR","Liberia",11,"Montserrado",48,"St Paul River",211,"Clayashland","","","Clan","Clan"
43446,127,"LBR","Liberia",11,"Montserrado",48,"St Paul River",212,"Louisana","","","Clan","Clan"
43447,127,"LBR","Liberia",11,"Montserrado",48,"St Paul River",213,"Millsburg","","","Clan","Clan"
43448,127,"LBR","Liberia",11,"Montserrado",48,"St Paul River",214,"Virginia","","","Clan","Clan"
43449,127,"LBR","Liberia",11,"Montserrado",49,"Todee",215,"D'Ing","","","Clan","Clan"
43450,127,"LBR","Liberia",11,"Montserrado",49,"Todee",216,"Fahnsen","","","Clan","Clan"
43451,127,"LBR","Liberia",11,"Montserrado",49,"Todee",217,"Kpo","","","Clan","Clan"
43452,127,"LBR","Liberia",11,"Montserrado",49,"Todee",218,"Markoi","","","Clan","Clan"
43453,127,"LBR","Liberia",11,"Montserrado",49,"Todee",219,"Mein","","","Clan","Clan"
43454,127,"LBR","Liberia",11,"Montserrado",49,"Todee",220,"Nyen","","","Clan","Clan"
43455,127,"LBR","Liberia",11,"Montserrado",49,"Todee",221,"Pleemu","","","Clan","Clan"
43601,127,"LBR","Liberia",12,"Nimba",50,"Gbehlageh",222,"Gbehlay","","","Clan","Clan"
43602,127,"LBR","Liberia",12,"Nimba",50,"Gbehlageh",223,"Gborplay","","","Clan","Clan"
43603,127,"LBR","Liberia",12,"Nimba",50,"Gbehlageh",224,"Sallay","","","Clan","Clan"
43604,127,"LBR","Liberia",12,"Nimba",50,"Gbehlageh",225,"Srolay","","","Clan","Clan"
43605,127,"LBR","Liberia",12,"Nimba",50,"Gbehlageh",226,"Zor","","","Clan","Clan"
43606,127,"LBR","Liberia",12,"Nimba",51,"Saclepea",227,"Gbannah","","","Clan","Clan"
43607,127,"LBR","Liberia",12,"Nimba",51,"Saclepea",228,"Gbehyee","","","Clan","Clan"
43608,127,"LBR","Liberia",12,"Nimba",51,"Saclepea",229,"Lao","","","Clan","Clan"
43609,127,"LBR","Liberia",12,"Nimba",51,"Saclepea",230,"Lessonoh","","","Clan","Clan"
43610,127,"LBR","Liberia",12,"Nimba",51,"Saclepea",231,"Wee","","","Clan","Clan"
43611,127,"LBR","Liberia",12,"Nimba",51,"Saclepea",232,"Zahn","","","Clan","Clan"
43612,127,"LBR","Liberia",12,"Nimba",52,"Sanniquelleh-Mahn",233,"Bain","","","Clan","Clan"
43613,127,"LBR","Liberia",12,"Nimba",52,"Sanniquelleh-Mahn",234,"Garr","","","Clan","Clan"
43614,127,"LBR","Liberia",12,"Nimba",52,"Sanniquelleh-Mahn",235,"Gbein","","","Clan","Clan"
43615,127,"LBR","Liberia",12,"Nimba",52,"Sanniquelleh-Mahn",236,"Goah","","","Clan","Clan"
43616,127,"LBR","Liberia",12,"Nimba",52,"Sanniquelleh-Mahn",237,"Sehyi","","","Clan","Clan"
43617,127,"LBR","Liberia",12,"Nimba",52,"Sanniquelleh-Mahn",238,"Yarmein","","","Clan","Clan"
43618,127,"LBR","Liberia",12,"Nimba",53,"Tappita",239,"Boe","","","Clan","Clan"
43619,127,"LBR","Liberia",12,"Nimba",53,"Tappita",240,"Doe","","","Clan","Clan"
43620,127,"LBR","Liberia",12,"Nimba",53,"Tappita",241,"Doru","","","Clan","Clan"
43621,127,"LBR","Liberia",12,"Nimba",53,"Tappita",242,"Gbear","","","Clan","Clan"
43622,127,"LBR","Liberia",12,"Nimba",53,"Tappita",243,"Gbi","","","Clan","Clan"
43623,127,"LBR","Liberia",12,"Nimba",53,"Tappita",244,"Gblor","","","Clan","Clan"
43624,127,"LBR","Liberia",12,"Nimba",53,"Tappita",245,"Kpaiplay","","","Clan","Clan"
43625,127,"LBR","Liberia",12,"Nimba",53,"Tappita",246,"Quella","","","Clan","Clan"
43626,127,"LBR","Liberia",12,"Nimba",53,"Tappita",247,"Yourpea","","","Clan","Clan"
43627,127,"LBR","Liberia",12,"Nimba",54,"Yarwein-Mehnsohnne",248,"Bleenon","","","Clan","Clan"
43628,127,"LBR","Liberia",12,"Nimba",54,"Yarwein-Mehnsohnne",249,"Yarwein-Mehnsonneh","","","Clan","Clan"
43629,127,"LBR","Liberia",12,"Nimba",54,"Yarwein-Mehnsohnne",250,"Zehnla","","","Clan","Clan"
43630,127,"LBR","Liberia",12,"Nimba",55,"Zoegeh",251,"Butulu","","","Clan","Clan"
43631,127,"LBR","Liberia",12,"Nimba",55,"Zoegeh",252,"Gbao","","","Clan","Clan"
43632,127,"LBR","Liberia",12,"Nimba",55,"Zoegeh",253,"Gbor","","","Clan","Clan"
43633,127,"LBR","Liberia",12,"Nimba",55,"Zoegeh",254,"Yaolay","","","Clan","Clan"
43634,127,"LBR","Liberia",12,"Nimba",55,"Zoegeh",255,"Zoe","","","Clan","Clan"
43635,127,"LBR","Liberia",13,"River Cess",56,"Morweh",256,"Joewein Gbuizon","","","Clan","Clan"
